userID	artistID	weight
217	4410	125
1476	355	1178
1551	1298	1620
314	355	499
1733	1650	288
790	5266	243
832	518	121
1905	15889	66
1362	234	121
1863	458	133
1801	6404	40
1605	199	142
1231	1131	923
382	6339	554
205	815	862
1480	1632	395
821	378	43
464	7183	298
1991	1994	100
1520	2128	125
1633	298	238
1648	300	103
1694	2179	657
946	10318	131
1968	1873	232
431	453	4877
684	468	562
996	11663	95
781	538	63
273	377	917
1792	4790	297
59	1701	1778
1158	500	232
1784	472	349
765	416	250
219	498	9499
1863	466	221
455	450	2864
1315	13825	1
435	6848	971
639	8789	72
504	1684	297
1590	3502	2603
190	3985	429
1274	192	223
289	403	3021
757	352	471
1678	306	61
1640	1672	69
1655	12909	347
764	562	190
421	71	81
1504	1156	4377
76	2089	2157
1624	11465	166
1844	221	763
163	3588	489
798	10091	178
2021	352	807
1109	299	1384
1159	4177	2113
24	690	475
1371	14164	292
1373	1244	833
1568	7088	1080
1649	1042	453
1794	7777	66
1871	292	166
671	458	1663
562	5767	438
1315	11370	9
1366	540	292
1340	3744	328
837	1098	412
1725	1051	36
1380	486	357
1213	3988	36
456	3387	678
921	3780	508
1557	14744	210
439	1613	1477
1797	1375	570
482	2607	81
1805	216	1795
382	1970	1427
286	304	154
457	1993	223
927	7419	506
1466	302	169
1580	791	268
187	599	1308
721	425	169
667	306	1776
1895	17472	506
1997	1422	137
1974	1349	352
2097	533	145
1188	895	1203
1071	161	251
993	11625	44
1382	14227	598
294	5338	109
1164	12825	348
1724	1048	22
512	472	981
1578	2939	589
1368	1179	221
1047	11977	477
2080	880	1226
132	55	850
1065	378	45
251	4164	173
628	424	177
515	227	243
1839	16951	89
31	1078	67
1427	3889	362
963	6232	256
1693	1451	1
706	903	14
716	682	1465
2036	18365	99
1776	292	2363
1327	1891	21
120	915	30
1481	1406	2918
1086	3749	515
1221	4224	40
1369	318	61
1732	5890	90
364	235	1152
1126	857	57
1199	202	518
1718	190	167
1533	538	2380
929	11152	60
1534	6008	363
649	843	29
260	4912	366
1291	2419	186
1316	475	104
1084	418	996
1778	1381	598
1887	959	469
1591	403	153
1982	4316	221
151	342	56
590	523	27
1074	3739	114
275	961	20
875	458	118
738	917	3221
908	10980	31
914	11	762
106	2699	1958
998	898	134
812	10310	286
216	4394	37
1463	14684	100
621	8651	2146
1861	2531	202
178	1417	297
893	7	129
1905	3689	99
904	1406	61
496	1295	73
1937	706	2546
1181	6824	452
179	67	238
1644	15813	132
1925	460	123
1009	1874	9
1136	288	234
1347	12115	4
2009	2614	130
1466	300	158
1194	2478	4655
751	508	123
1509	2835	302
1068	4218	89
1196	13059	201
124	230	156
1451	14625	454
977	203	48
1003	77	196
1596	220	655
2080	441	968
1783	857	166
964	344	68
1851	692	1
1308	299	1969
1687	4466	103
1480	14799	206
1658	481	358
1196	4359	316
113	946	1082
54	535	78
846	234	11081
1764	16529	359
864	615	175
336	5799	480
1990	267	35
2070	7	399
794	1412	41
939	11225	949
1498	1739	640
1021	1126	381
2013	7888	391
1979	3404	168
587	8355	190
1384	12273	275
487	7395	455
253	298	509
247	4737	644
2006	18194	436
501	257	363
863	420	197
1907	10468	226
194	4057	478
605	2361	463
127	3083	721
1734	464	266
435	173	1136
997	154	1323
139	3247	110
1132	316	1266
552	5060	4
784	445	578
361	523	165
1801	2667	70
480	6064	134
1948	1246	133
991	730	275
1109	67	323
1357	8126	128
1427	2459	550
754	5446	310
122	2997	20
341	5863	112
1678	704	59
28	1000	12
982	7340	369
601	3877	478
567	2407	1160
2051	18432	1
822	1636	2504
942	1048	2
1505	72	13790
1343	173	15
28	998	13
1186	298	943
1497	4675	1089
418	2131	792
820	5352	17
1690	12105	525
1283	689	1032
975	378	2237
428	1028	1870
46	686	746
587	4179	666
1541	11331	225
42	966	527
1585	3768	1657
963	11453	21
155	3452	638
1546	5307	270
271	466	790
127	1246	626
2036	18353	354
1857	17149	447
132	498	221
90	2446	170
258	292	18
1240	11958	139
1954	312	66
1235	1110	326
520	5215	77
444	6979	78
1114	65	364
1075	4728	735
336	755	1618
735	1412	124
336	486	1048
1139	6529	1706
709	5820	844
146	302	324
1165	12833	260
417	55	284
481	2521	135
223	523	1582
1666	525	1239
99	959	90
460	603	207
434	434	14
1914	11667	352
156	3457	24
1660	559	118
500	7469	88
715	9510	386
1589	1177	114
654	8959	66
1062	3705	39
365	93	9
1674	1116	173
1685	5439	39
1310	3110	1
1525	458	90
1589	917	123
130	535	141
520	187	1298
932	479	1161
217	4400	252
1677	1418	245
1981	477	94
1283	908	1344
1442	370	369
1892	3460	107
544	403	380
279	5132	536
118	2953	267
996	625	139
1159	6845	191
292	868	833
1493	2763	375
1478	14788	390
705	7170	541
212	1350	82
1206	3470	334
1909	962	9038
1973	1714	889
1937	289	956
758	298	267
383	203	1158
949	6012	476
476	491	408
1010	5841	4
1410	681	21
804	10185	6148
190	3971	654
42	511	130
230	89	2596
798	1104	174
1809	917	880
1991	2828	37
2040	1378	267
501	305	251
30	190	120
1441	1398	105
280	167	950
1075	7885	967
1755	15641	200
1084	4922	331
579	841	639
1680	13888	279
930	9079	1635
547	1202	82
1039	1613	50
1212	2407	1302
1050	1888	765
1929	4255	1533
12	288	3072
1586	234	28
824	1958	25
1231	9706	190
1279	1090	210
1116	262	14
43	89	301
2004	324	85
273	815	480
1977	6756	287
1856	475	185
696	966	107
1683	1116	418
1091	6134	999
1225	6760	50
77	2136	115
1357	14090	135
861	903	397
1001	464	297
1099	533	24
1973	1556	889
1616	360	156
203	815	88
1319	13839	122
1291	270	54
1182	8782	189
926	11111	171
452	7064	194
691	548	1939
39	1252	119
1157	7	308
1247	295	784
843	10579	17
414	1032	522
1982	182	201
658	9006	210
1343	724	12
884	299	137
1931	17687	16
132	306	333
536	1414	165
2008	300	793
644	8410	575
1135	293	305
466	1034	392
1880	1447	311
278	89	85
1889	630	479
1069	3074	2252
1116	12270	16
1159	943	174
131	3169	76
1319	154	129
191	1791	34
1056	686	1869
722	793	136
1413	461	202
283	4316	236
1232	3472	56
43	1403	187
116	2906	771
1692	9347	185
618	8623	94
695	3095	22
1875	81	353
827	2360	106
807	10229	278
28	61	8
297	429	1075
704	2236	20
930	1045	8020
281	952	16
1760	993	487
1262	12254	1
2004	4255	128
1232	1886	121
910	4563	1277
1533	2523	1331
1477	7312	12
950	919	108
101	1670	499
1490	14894	803
1799	16723	217
993	3040	70
545	190	1009
1928	174	191
1877	11031	53
823	1206	2533
578	681	786
790	323	293
468	4918	269
565	1713	43
1362	383	3313
1469	306	24
1929	2251	846
1683	16040	576
1080	543	63
1450	1045	2690
617	257	770
533	192	221
1589	8293	169
1420	225	105
1772	206	580
8	338	963
656	2558	64
1103	715	33
1780	299	351
1197	291	271
826	1081	14
1426	14483	173
592	89	561
1236	1131	18600
2022	6006	3224
114	1804	175
1695	428	102
1633	644	101
953	228	75
1855	443	84
241	3405	1449
1635	2783	155
2009	190	147
120	461	35
290	5263	5
1914	511	353
1579	425	464
891	1870	168
152	1807	332
273	5075	274
868	10700	111
1816	220	170
1627	1513	1607
281	918	14
781	323	78
433	6810	262
1295	81	394
2021	680	640
211	1713	709
1844	3201	981
2064	1048	19
380	465	3217
47	291	781
135	3185	1186
195	4068	23
163	3591	366
1445	2102	45544
1399	3953	30
553	67	87
45	332	139
423	6733	933
2064	18512	49
31	880	440
235	4614	140
1209	993	53
1664	2987	461
404	808	37
535	511	132
281	234	12
911	484	144
1874	17301	159
810	10279	15
125	3072	75
252	288	1294
1008	6582	99
1047	3041	127
1051	920	3434
248	4765	334
1581	15425	886
915	6470	684
241	2789	1005
727	9620	290
1052	107	143
195	1098	12
1030	9805	486
997	10615	364
25	296	1765
1719	5256	150
1128	298	1871
89	2435	232
306	877	189
1547	4115	206
582	3997	1874
1445	298	307
613	8590	17
191	1072	13
171	816	83
1979	192	357
1926	166	642
1931	5027	14
1023	333	1081
1708	533	328
1544	246	313
1546	173	1894
1988	300	323
51	1522	482
852	689	276
1427	14511	355
1800	10703	7
88	440	14
734	978	2551
1228	707	359
1486	432	23
40	1328	199
770	4024	295
1336	1984	162
2083	306	13
1435	2390	247
307	5508	79
348	3338	53
84	1360	424
1185	4704	498
1657	15880	352
1931	857	15
216	1243	63
461	67	92
242	257	17328
2008	903	373
831	1793	2048
1761	16522	48
1300	523	991
164	198	1517
2041	18370	221
1325	13890	274
1277	159	3870
2032	199	942
1122	324	28
1748	3124	386
257	1303	326
830	439	141
1859	859	1
702	5988	998
1337	298	969
481	680	250
666	190	663
1270	2346	577
1723	1491	55
1623	13935	1039
317	857	157
158	686	212
1727	190	2016
481	548	532
576	8213	61
1079	4058	1654
538	4565	116
707	9429	13
1559	1384	130
904	1892	38
1003	1001	261
442	4216	70
941	208	4359
779	9979	233
395	834	114
163	3596	336
1007	157	69
247	1864	136
136	3199	132
1110	1406	300
718	210	164
211	1243	110
604	288	2156
915	5641	203
1600	89	6260
586	8340	9
338	5837	218
718	237	207
1704	462	14
1119	12414	77
434	6205	45
469	7261	167
1065	2646	6
377	1527	1131
1922	421	39
308	2363	872
266	203	234
1302	418	124
288	88	445
1228	1131	225
180	1205	29
1583	546	503
378	234	172
2046	34	155
1408	172	1
7	306	1164
2035	1964	202
1022	300	292
1906	959	113
822	10397	1051
474	67	243
236	3171	729
1064	234	15
1299	909	561
2054	352	1058
1172	1009	169
1244	12726	188
1068	220	498
376	1425	2026
394	6475	83
541	607	8362
342	5844	153
579	2744	430
1947	64	127
1591	523	185
1948	4716	150
301	292	241
1388	173	54
1687	1032	375
827	1814	27
457	930	4704
2061	465	11
1850	2022	357
226	972	154
779	159	49
1585	1116	2883
1648	1034	15
963	289	51
1931	167	14
1669	2339	75
427	4262	3565
950	8386	118
499	7463	13
602	8458	525
515	7668	169
1554	2899	166
1087	2591	428
1097	689	748
1010	877	5
1811	792	614
1411	14391	403
1754	163	867
1346	1455	107
2028	58	207
1556	2624	587
1156	70	367
729	3057	22
1545	15260	230
1258	11933	35
651	89	526
1562	56	389
503	802	54
1896	4103	144
592	638	5501
1222	798	614
703	4464	13
285	1360	408
1865	9242	164
206	2735	132
1708	167	166
1120	2083	100
1882	17348	174
325	5701	333
205	4226	2975
1100	238	161
688	228	270
638	543	229
819	3330	1380
432	536	242
1181	3767	340
1532	1601	1251
959	1492	119
835	1412	162
1659	15911	164
1727	716	602
791	1895	13
1776	528	230
919	1632	1077
66	1122	399
1906	7835	75
1533	88	1025
739	9712	115
244	4616	159
987	907	174
58	1684	178
1625	1800	5
1657	715	195
536	2047	33
485	7385	32
1087	1048	222
1434	289	1287
1015	217	126
1385	7898	104
259	2747	552
1515	15149	314
1532	913	688
571	320	493
760	220	829
1619	1131	425
684	544	449
398	206	153
1305	524	729
91	1167	519
1821	1032	217
1006	230	324
1364	7056	36
1036	203	849
207	89	196
273	816	301
1783	176	468
1679	16010	915
781	344	101
720	1358	237
1618	1112	105
347	1905	642
659	1988	2030
931	2624	229
403	1035	249
1143	333	68
514	1596	242
737	228	305
454	18744	286
780	530	32
1192	3892	731
521	230	290
640	2855	342
2000	2031	1945
531	300	645
1832	222	882
1771	1182	190
2034	439	1085
151	2352	87
864	289	343
204	4198	310
1880	288	3139
1988	686	130
1354	432	73
1236	2818	1251
1299	523	637
259	964	343
787	1038	146
1050	1098	634
967	3740	323
1887	198	153
1475	2068	90
778	349	1640
1484	7260	429
1556	10675	1692
1805	16781	229
778	279	19385
861	89	1064
432	329	127
308	724	1015
2081	212	338
1488	14873	12
619	1090	626
1576	1243	310
454	18742	294
1386	7810	546
1410	14386	444
1826	2660	307
851	289	4124
849	2373	246
681	178	112
677	9209	423
1994	980	100
812	10306	329
932	11175	247
321	5672	30
1321	703	304
987	525	402
1305	2548	358
1803	3177	315
409	230	47
1776	1934	79
242	291	139
1644	10358	5
34	1167	182
1580	682	426
726	5767	1
771	7259	9
636	1058	263
1592	234	162
61	1772	189
842	1236	179
660	9029	85
1667	972	11
1346	1043	403
1323	687	465
106	2705	1339
1787	3739	309
191	1412	27
1039	3084	59
204	4213	153
1086	680	382
72	290	23
1857	6836	705
447	5043	172
213	843	348
1567	307	840
1100	12322	239
432	500	1890
1693	333	65
449	1110	128
252	1505	1211
497	1392	33
652	7639	5
474	1104	171
731	180	50
1309	1083	1238
1710	16197	98
307	5518	66
592	1104	2243
250	188	334
1659	15914	109
589	8357	16
1485	1161	1100
529	1411	360
105	2688	89
40	1066	366
320	5662	284
141	3201	122
425	466	743
1815	429	1311
358	969	78
1336	7	461
1367	14136	441
1728	6585	81
1560	89	1949
1419	517	773
532	471	193
1719	14324	175
1466	680	157
1565	511	171
856	428	221
407	6588	14
1256	13525	78
139	500	1136
1978	511	63
130	55	385
1724	88	20
476	225	174
1877	17324	53
425	386	206
1600	332	783
1164	627	449
516	1673	24612
139	377	168
678	220	70
874	3109	1048
925	1118	783
2007	1204	2365
842	331	196
148	785	223
1171	12925	79
621	4922	1440
1830	439	21375
651	3501	4368
428	6778	1138
2034	2815	250
1490	377	928
397	6524	43
1911	615	525
1423	468	206
1414	1905	272
830	455	344
1862	8618	476
590	1681	627
746	1195	578
1020	1246	234
176	3771	223
929	366	250
1899	425	262
1785	1824	1226
1675	461	5236
1170	1246	354
1221	13256	21
208	1358	118
2086	11819	133
1023	906	149
1072	680	1049
1568	498	516
475	212	126
391	6444	254
819	525	127
36	1198	283
298	246	204
876	10749	131
1542	1643	161
1414	2840	311
854	818	338
749	344	1206
675	288	1041
1374	2014	491
162	89	486
1357	588	164
1534	204	340
1980	11739	49
1167	697	83
1381	418	537
1719	16256	119
1896	173	406
1690	886	295
1545	3213	188
1243	11517	70
244	430	210
1025	917	150
498	468	490
605	1983	1249
567	6298	1084
690	89	1642
1595	228	157
312	388	274
2031	4926	1673
694	382	303
268	2031	191
1890	8624	152
92	2101	14
1078	5165	158
85	2358	281
1885	1731	95
412	4708	16
920	1194	225
304	171	34
586	4269	7
1243	4179	76
2059	464	393
951	11318	448
525	1180	2949
1568	1037	116
1789	416	1098
1972	3995	105
1947	716	59
627	1342	604
2045	3056	944
750	977	111
1376	72	26
693	532	139
705	9406	498
1047	11989	84
2042	2346	299
249	4775	502
2087	295	4977
1098	6762	25
1426	7224	69
631	1338	372
1534	1075	649
1826	1246	456
2048	18396	20
1163	67	2
623	190	1332
779	518	71
1792	2855	1036
36	808	1089
97	805	285
804	299	542
1019	1243	182
680	3763	547
1069	2983	274
1192	856	1637
953	691	64
1874	1943	372
1430	5437	462
1382	2921	1036
1173	3279	663
1012	913	54
1352	14057	1082
1191	732	87
1452	2977	146
915	6193	332
941	1186	96
1504	969	2194
473	3288	139
385	966	1061
809	306	337
1917	11755	28
2019	689	2727
378	2031	79
1647	321	759
1968	220	215
674	4814	113
772	9921	10
706	957	16
183	3891	145
594	8384	23
1355	14063	374
1554	1369	119
721	442	190
204	3737	1652
538	344	2628
672	2959	161
1621	375	107
1991	72	302
1709	2475	377
343	1426	270
514	701	697
154	955	17
1805	237	571
1310	8152	1
1896	768	278
69	1949	404
1229	1433	1360
1304	458	113
1990	1952	19
926	11104	189
949	4774	342
228	4541	8
1335	6159	110
1649	779	439
1479	11865	100
1136	980	138
504	1038	203
1030	839	520
48	511	483
1644	1810	5
1035	11892	1162
40	1295	969
1652	190	70
1187	13001	155
1246	9422	201
1946	17834	405
224	99	157
664	622	606
328	5739	219
1642	15787	231
702	333	1473
741	2498	344
1630	604	831
414	903	3507
2028	18316	116
1705	3030	426
1083	209	968
383	962	178
1792	863	643
1352	7151	62
1593	1537	488
399	292	9452
302	2981	727
1783	614	5605
1082	217	219
1920	300	335
998	5948	104
621	4920	1383
1337	5027	490
1131	4480	33
1236	11021	776
1009	2840	6
310	292	7099
963	11443	295
1130	53	289
1319	190	157
898	349	253
646	528	205
1936	10418	289
437	544	816
1196	159	156
744	701	121
196	226	1242
1488	6506	6
321	4135	39
229	1641	2
1950	618	291
133	3175	90
1633	349	136
1264	725	287
1817	894	1139
976	378	48
849	424	2000
1304	191	78
1033	3491	189
33	1113	1493
1963	532	445
1030	8947	771
1026	2970	431
982	56	63
150	646	55
514	466	409
1126	12527	75
1406	977	433
1259	918	405
1702	4251	76
1151	3927	697
1185	3878	494
1362	936	121
1721	16294	61
1272	498	10556
1530	193	331
1585	51	24657
661	9043	277
575	1042	99
333	318	107
328	205	164
1099	227	36
835	956	29
1663	325	391
332	292	55784
2052	18438	868
1764	1242	241
560	533	118
1564	157	198
1499	14988	1253
228	2226	10
756	199	33
2064	190	28
1706	16161	615
1710	420	106
512	7635	798
1822	16884	22
231	914	400
695	9344	18
877	1522	234
891	2011	3564
1018	9410	682
530	526	20
225	949	1141
231	1037	353
1568	7706	249
1599	14853	518
2075	292	135
1177	1859	577
1606	291	1270
1922	1244	38
571	1580	451
722	67	647
1146	65	247
172	1014	234
1407	1241	229
1206	13124	156
1111	2214	7516
1983	5947	72
1404	615	624
761	5258	610
18	727	240
830	349	361
1423	2645	274
441	1398	142
1705	226	692
688	65	1626
2038	679	1745
1425	1109	609
421	701	215
1853	11004	276
480	100	246
762	1376	300
657	367	405
927	206	396
1353	816	1444
1267	917	3227
1293	518	50
777	17	500
1364	3058	39
1111	5950	1521
420	3920	81
700	545	506
321	518	59
589	455	15
1112	217	1386
1322	3417	174
1348	14039	84
842	2668	207
1419	10526	340
512	504	3105
1577	7868	297
840	5236	534
1708	1106	135
1239	1755	528
1982	3028	819
1562	1513	632
1832	3902	973
1399	14332	29
1638	15761	43
236	518	414
1363	9216	678
548	2375	58
994	1104	445
515	1242	264
1799	308	276
2095	2331	46
1318	537	584
2070	220	60
1473	1481	197
308	2834	1165
834	1547	137
628	1109	141
1749	10127	977
1166	12853	12
439	276	669
264	384	732
2044	622	62
64	601	1679
1700	10891	67
1961	915	5638
437	350	232
733	4375	68
1748	3901	161
563	8116	963
1686	536	451
1102	167	268
1861	17185	224
303	5172	196
308	982	466
18	710	646
2097	18026	108
1589	2576	142
1258	441	89
463	2068	22
1823	16891	138
84	1338	1097
706	9412	14
1720	429	4363
1851	466	54
1229	6317	457
742	9731	33
1565	629	400
847	548	68
1830	198	3795
1365	1034	1361
1458	4292	29
1915	17093	21
1058	680	189
54	1592	109
1954	1613	1016
679	466	317
1318	980	249
2087	486	1026
1831	618	226
711	2463	31
1818	16860	4
1332	292	1707
2071	2391	254
328	1100	316
794	1512	21
1908	292	4739
1155	12756	141
849	8470	224
1060	5966	399
37	1217	268
1181	12975	429
20	762	141
960	5537	7
690	544	229
151	3392	57
1495	632	18
711	9473	61
1099	712	67
37	1225	252
500	1801	56
264	4991	343
1375	810	256
387	2521	12216
1270	13581	71
497	310	310
984	11575	3728
1179	545	87
2007	412	1472
1928	2324	189
1089	1298	144
1286	4092	545
1042	1043	592
1791	320	128
434	61	15
713	456	154
1718	2176	303
1395	3694	482
305	327	163
1700	159	153
1116	8081	26
925	72	2900
491	846	612
419	349	10
75	2085	62
1053	1037	793
7	300	1747
1248	575	213
335	288	423
2079	498	188
646	538	94
134	292	355
1384	178	309
1435	525	91
1875	199	511
1055	2986	278
1760	5890	247
975	5249	883
297	5421	336
692	9294	655
1801	16367	65
638	306	585
1325	11283	544
2090	13819	529
136	3173	287
1123	12503	219
1464	2668	354
1845	386	218
954	1062	273
1729	4069	109
211	1072	182
967	1817	131
16	645	311
1410	9271	46
1989	1800	174
1452	481	16
210	4301	198
1682	6612	1273
585	220	571
319	2574	388
475	65	173
1686	342	366
1545	227	258
23	872	153
1914	9824	420
1469	89	243
977	630	33
89	2426	1136
7	291	5379
1830	220	1190
442	1713	31
1730	1180	402
886	2050	199
1768	1034	998
452	2554	29
9	373	729
186	220	9
2097	163	126
1116	11067	15
801	6699	13
60	1750	42
1969	10399	495
1120	701	46
1123	12483	636
443	6949	1127
1084	1398	692
1051	439	834
1726	6376	112
149	1041	233
1040	1185	508
1172	511	145
667	464	150
1924	689	4580
1109	790	588
168	1109	271
545	3859	1051
1743	5969	2955
911	1449	413
574	536	1321
135	466	1281
2045	10435	424
1606	1934	458
1720	3317	254
1383	1098	3151
161	519	1739
987	689	344
1568	1475	1388
284	5207	8
1271	13585	732
1010	189	16
13	544	2
183	533	212
214	4350	69
723	298	137
288	1974	251
1665	371	1
1508	733	741
1954	485	388
642	8824	166
1539	15231	36
253	288	1411
1864	17224	21
614	815	771
223	191	1394
1765	199	101
1740	1394	441
571	2130	463
454	4873	289
758	1244	391
580	5244	740
1808	288	1840
538	55	120
100	538	136
460	238	340
1626	15688	493
1216	45	186
658	1379	138
1271	3119	365
289	190	7401
1537	412	71
581	89	800
1428	982	510
1011	498	1914
1899	1145	223
1196	13058	1141
1055	8728	357
1164	526	552
1929	917	1282
423	6746	69
122	2994	22
844	972	267
928	1781	35
375	2020	33
561	8094	984
14	563	706
420	6697	4206
494	7448	144
1524	4833	1189
1836	16940	9
719	7927	65
625	154	327
459	2901	497
1384	982	484
180	3826	16
394	6479	71
862	1990	368
266	1090	65
1313	416	302
170	614	731
715	1810	189
1992	40	478
1407	1090	518
1680	7352	334
1232	9501	104
1627	163	12800
423	85	350
1597	868	406
612	701	117
504	475	279
614	493	916
1226	377	249
1029	1394	182
234	731	256
1799	294	224
58	686	4
1624	15657	66
800	10125	359
57	424	68
193	4031	678
1574	5488	345
400	701	429
133	531	223
1097	89	1924
899	1674	305
466	518	945
2095	18682	62
300	4349	492
746	4171	1052
819	300	450
510	1167	1
1124	310	638
39	843	54
512	7637	530
1325	632	294
1807	12487	24
1727	65	326
1771	349	203
251	4800	112
1273	228	123
262	1726	779
1682	378	5435
2021	291	751
540	7879	2013
111	2824	277
411	6376	112
102	617	558
950	607	92
1826	228	316
223	289	874
359	6063	464
332	279	155
1957	2637	898
996	11679	70
359	1001	374
1684	2080	46
1086	554	655
1259	2524	405
2088	1639	9
2068	4254	701
430	5832	152
1983	787	184
409	525	126
41	1349	705
203	1180	133
8	323	578
2000	5988	10866
294	782	166
1245	481	820
818	4435	475
1514	59	666
594	1406	13
233	300	1015
1957	1105	837
1330	13920	570
190	289	3199
1461	377	277
95	2548	52
976	4336	42
1232	858	95
1456	14641	264
247	4750	204
1593	295	20312
144	312	25
1362	14112	283
1807	217	12
559	735	63
15	602	546
683	9252	594
98	466	153
2059	1052	1076
595	4680	2581
611	4725	8
1434	294	241
1836	419	4
1035	418	2
265	517	3749
172	80	456
438	38	4
1883	2289	2462
1591	15471	78
1406	14356	183
157	630	84
1123	12484	544
1659	12576	230
1147	818	98
2048	18407	12
1513	2738	377
1122	531	10
1475	14747	255
804	326	1051
726	9587	1
321	4343	41
1883	2616	716
915	5639	1058
963	6869	23
581	289	782
470	325	1249
1414	2610	208
322	327	684
694	9321	292
106	2700	1931
1014	4811	3
964	155	65
2062	204	918
126	3078	204
136	459	155
1746	199	1049
1621	9141	52
227	2092	1935
1481	14805	1279
365	6164	9
1056	1461	1108
177	152	935
807	2370	60
1106	289	6051
1181	6410	324
969	523	209
1408	4230	4
928	2681	46
695	221	23
161	63	1059
674	413	1622
357	6032	1474
2092	5429	236
1897	1358	100
1710	7	273
1801	2688	56
1551	206	1528
386	504	170
2077	209	183
1144	12642	90
568	5787	923
721	222	324
1101	12334	834
1605	5536	113
520	2835	317
2018	797	429
1311	294	154
1111	1181	1401
658	84	264
2075	157	176
1747	1752	26
4	163	465
1989	9353	134
1854	17110	115
1479	517	130
210	165	195
1898	1691	680
1912	2179	464
179	157	895
1340	4821	2998
322	317	784
205	779	1033
100	155	269
1324	923	58
204	734	148
681	5969	194
28	1015	8
293	5312	155
11	484	244
1899	499	432
1903	1244	197
32	88	859
935	1256	145
544	4022	187
1138	506	3087
1726	2083	300
250	920	263
315	316	314
1662	241	220
899	6610	258
1143	459	133
2093	1415	241
1362	14110	375
1503	292	92
2019	498	2235
1819	16868	68
3	123	104
965	89	696
605	203	536
635	863	46
801	8975	37
1177	12956	208
839	233	361
514	288	1036
468	289	238
2023	689	80
137	167	897
1406	858	184
1982	3886	759
240	1455	75
1726	1456	86
1685	1047	36
1866	193	163
1316	302	119
998	2343	130
1108	12369	64
1029	65	246
1337	2531	1550
514	318	215
266	171	149
1420	932	103
964	2047	63
1504	1394	6989
1520	15162	296
712	1609	1
1422	418	150
231	484	79
1377	11055	5515
307	5512	74
305	466	347
1990	1618	22
1471	614	704
928	53	24
661	9056	153
527	1034	96
449	7048	92
1423	2390	183
115	96	1
1596	1977	109
550	809	169
1606	349	1201
870	163	81
327	5724	945
458	295	153
1644	163	6
784	227	3081
16	667	148
1793	250	768
316	390	167
2091	6626	69
1133	969	69
618	8620	110
713	292	724
342	5892	77
1111	825	2218
656	3501	53
722	187	131
531	302	771
382	6333	654
412	5745	32
863	1408	121
1955	602	40
1922	65	37
396	734	580
563	8108	3080
55	1606	1141
1858	1527	210
1111	8242	2654
1235	3119	273
217	2343	205
1924	1861	1586
1375	4087	144
185	3918	28
60	1744	46
151	3205	123
1605	3128	246
28	1011	9
1313	2771	397
44	706	629
205	1091	599
508	7591	12
913	2815	362
1296	2370	494
380	289	32135
294	5345	84
277	159	4650
324	5689	504
710	3333	34
1687	300	8171
171	703	77
349	1400	349
313	1249	169
266	620	130
293	690	48
503	325	109
211	191	133
1952	17855	214
855	4250	1251
1313	7665	278
343	3470	386
337	1513	34
375	58	33
2037	475	108
705	297	617
1144	12632	168
345	2137	36
1856	913	529
1358	198	268
274	8	175
269	1790	13
1887	17409	75
1549	690	54
1443	1244	35
999	1705	298
218	3934	63
1450	429	354
1229	7994	1020
1536	2342	20
1944	923	519
613	5446	6
1912	17555	48
2099	18708	240
1588	562	309
804	310	781
438	6871	10
1052	501	107
2028	17903	119
1243	436	292
1657	13087	168
619	217	1804
64	1846	149
711	706	77
256	701	766
2010	5423	619
1696	188	61
898	67	15307
741	226	457
43	58	162
74	2068	163
1067	3444	450
1116	1841	25
1091	12278	514
1190	5930	251
1255	421	271
46	464	3052
416	6651	178
1152	851	169
1495	1418	26
1699	378	161
342	227	131
488	730	113
860	605	368
1075	159	1108
235	4615	129
382	2251	550
1669	14248	48
432	1866	416
1471	646	77
890	2595	34
1995	4228	510
1793	439	1073
1833	6317	150
1106	65	406
1036	1400	241
1751	10449	43
192	162	86
1811	543	1028
1544	2661	272
725	1225	95
829	5914	237
568	220	108
1275	13610	519
233	679	49
1999	1044	1553
346	228	2568
966	292	1290
2056	15685	11
360	2060	228
2057	18459	191
1184	321	186
1921	1021	413
449	2966	106
1107	1853	555
1728	1534	103
361	279	210
825	8583	68
1451	466	167
1989	13563	79
946	1047	138
763	493	308
1633	89	629
1984	1933	9942
355	292	144
166	3677	73
1564	1246	86
459	1249	45704
1004	11744	2
1948	15892	1350
984	4814	504
829	3110	262
277	3184	519
906	1246	3039
1775	16604	74
1584	15447	35
498	331	1841
2035	18336	586
1842	2366	139
859	5683	102
1477	9766	15
1895	299	592
688	70	191
1777	11333	254
1826	539	207
196	2637	553
695	9338	32
101	233	555
51	1257	1020
474	7297	428
1537	3475	37
1789	2533	1018
416	6675	61
1845	11849	135
657	1786	438
577	1072	55
1661	498	1349
65	209	355
812	10303	443
52	1553	138
994	11641	86
1514	154	205
702	5953	917
1509	966	266
895	1411	355
2035	18347	90
563	580	2032
1708	11234	285
46	320	320
1780	89	20265
1522	220	251
1674	540	548
993	11615	66
613	5790	13
1805	6182	193
1351	2549	171
595	934	2135
1240	13401	113
1989	69	142
1342	13989	418
1440	316	192
1259	1044	490
1047	11992	71
1667	15962	9
380	908	1175
1963	300	1713
1022	470	545
767	65	339
768	523	23
1926	9470	350
78	1156	143
1354	7177	94
1820	157	664
122	3005	16
728	9631	758
314	1249	149
1282	1934	251
395	1104	1761
1116	11064	16
1711	981	1150
1549	15268	77
308	815	562
1038	1013	632
2046	726	666
1946	955	571
518	89	2794
126	67	605
874	10737	391
